id,stationId,name,control,status,longitude,latitude,resolution,description
1100472,wrf0_80.311104_6.886719,wrf0_80.311104_6.886719,virtual,n/a,80.3111,6.88672,0,WRF point
1100473,wrf0_80.338333_6.886719,wrf0_80.338333_6.886719,virtual,n/a,80.3383,6.88672,0,WRF point
1100474,wrf0_80.365562_6.886719,wrf0_80.365562_6.886719,virtual,n/a,80.3656,6.88672,0,WRF point
1100475,wrf0_80.392792_6.886719,wrf0_80.392792_6.886719,virtual,n/a,80.3928,6.88672,0,WRF point
1100476,wrf0_80.420021_6.886719,wrf0_80.420021_6.886719,virtual,n/a,80.42,6.88672,0,WRF point
1100477,wrf0_80.447250_6.886719,wrf0_80.447250_6.886719,virtual,n/a,80.4473,6.88672,0,WRF point
1100478,wrf0_80.474480_6.886719,wrf0_80.474480_6.886719,virtual,n/a,80.4745,6.88672,0,WRF point
1100479,wrf0_80.501709_6.886719,wrf0_80.501709_6.886719,virtual,n/a,80.5017,6.88672,0,WRF point
1100480,wrf0_80.528938_6.886719,wrf0_80.528938_6.886719,virtual,n/a,80.5289,6.88672,0,WRF point
1100481,wrf0_80.556168_6.886719,wrf0_80.556168_6.886719,virtual,n/a,80.5562,6.88672,0,WRF point
1100482,wrf0_80.583397_6.886719,wrf0_80.583397_6.886719,virtual,n/a,80.5834,6.88672,0,WRF point
1100483,wrf0_80.610626_6.886719,wrf0_80.610626_6.886719,virtual,n/a,80.6106,6.88672,0,WRF point
1100484,wrf0_80.637856_6.886719,wrf0_80.637856_6.886719,virtual,n/a,80.6379,6.88672,0,WRF point
1100485,wrf0_80.665085_6.886719,wrf0_80.665085_6.886719,virtual,n/a,80.6651,6.88672,0,WRF point
1100486,wrf0_80.692314_6.886719,wrf0_80.692314_6.886719,virtual,n/a,80.6923,6.88672,0,WRF point
1100487,wrf0_80.719543_6.886719,wrf0_80.719543_6.886719,virtual,n/a,80.7195,6.88672,0,WRF point
1100488,wrf0_80.746773_6.886719,wrf0_80.746773_6.886719,virtual,n/a,80.7468,6.88672,0,WRF point
1100489,wrf0_80.774002_6.886719,wrf0_80.774002_6.886719,virtual,n/a,80.774,6.88672,0,WRF point
1100490,wrf0_79.848206_6.913757,wrf0_79.848206_6.913757,virtual,n/a,79.8482,6.91376,0,WRF point
1100491,wrf0_79.875435_6.913757,wrf0_79.875435_6.913757,virtual,n/a,79.8754,6.91376,0,WRF point
1100492,wrf0_79.902664_6.913757,wrf0_79.902664_6.913757,virtual,n/a,79.9027,6.91376,0,WRF point
1100493,wrf0_79.929893_6.913757,wrf0_79.929893_6.913757,virtual,n/a,79.9299,6.91376,0,WRF point
1100494,wrf0_79.957123_6.913757,wrf0_79.957123_6.913757,virtual,n/a,79.9571,6.91376,0,WRF point
1100495,wrf0_79.984352_6.913757,wrf0_79.984352_6.913757,virtual,n/a,79.9844,6.91376,0,WRF point
1100496,wrf0_80.011581_6.913757,wrf0_80.011581_6.913757,virtual,n/a,80.0116,6.91376,0,WRF point
1100497,wrf0_80.038811_6.913757,wrf0_80.038811_6.913757,virtual,n/a,80.0388,6.91376,0,WRF point
1100498,wrf0_80.066040_6.913757,wrf0_80.066040_6.913757,virtual,n/a,80.066,6.91376,0,WRF point
1100499,wrf0_80.093269_6.913757,wrf0_80.093269_6.913757,virtual,n/a,80.0933,6.91376,0,WRF point
