1.5          0.0           0.000
N            7110           0.040          181.07             644
N            6940           0.040             150             645
N            6769           0.040          181.07             646
N            6596           0.040          181.07             647
N            6419           0.040          181.07             648
N            6240           0.040          181.07             649
N            6063           0.040             150             650
N            5885           0.040          181.07             651
N            5705           0.040          181.07             652
N            5527           0.040             150             653
N            5348           0.040          181.07             654
N            5167           0.040             150             655
1.5          0.0           0.000
N            2096           0.040             150             656
N            2223           0.040             150             657
N            2351           0.040             150             658
1.5          0.0           0.000
N            1846           0.040             150             659
N            1971           0.040             150             660
N            1970           0.040          181.07             661
N            2095           0.040          212.13             662
N            2221           0.040          212.13             663
N            2348           0.040          181.07             664
N            2347           0.040             150             665
N            2346           0.040             150             666
N            2345           0.040             150             667
N            2474           0.040             150             668
1.5          0.0           0.000
N            5883           0.040             150             669
N            6060           0.040          181.07             670
N            6237           0.040             150             671
N            6415           0.040             150             672
N            6592           0.040             150             673
N            6764           0.040             150             674
1.5          0.0           0.000
N            2494           0.040             150             675
N            2365           0.040             150             676
N            2366           0.040             150             677
N            2367           0.040             150             678
N            2239           0.040          181.07             679
N            2113           0.040          181.07             680
N            1987           0.040             150             681
N            1986           0.040             150             682
N            1862           0.040             150             683
1.5          0.0           0.000
N             369           0.035             150             684
N             441           0.035          181.07             685
N             517           0.035          181.07             686
N             599           0.035             150             687
N             684           0.035          181.07             688
N             772           0.035          212.13             689
N             862           0.035          181.07             690
N             953           0.035          181.07             691
N            1047           0.035          212.13             692
N            1144           0.035          212.13             693
N            1253           0.035          181.07             694
N            1254           0.035             150             695
N            1366           0.035          181.07             696
N            1481           0.035             150             697
N            1606           0.035             150             698
N            1733           0.035          181.07             699
N            1734           0.035             150             700
N            1735           0.035          181.07             701
N            1610           0.035          181.07             702
N            1611           0.035             150             703
N            1612           0.035          181.07             704
N            1739           0.035          212.13             705
N            1867           0.035          181.07             706
N            1868           0.035             150             707
1.5          0.0           0.000
N            7469           0.040             150             708
N            7299           0.040             150             709
N            7298           0.040             150             710
1.5          0.0           0.000
N           10067           0.040             150             711
N           10068           0.040             150             712
N           10069           0.040             150             713
N           10070           0.040             150             714
N           10071           0.040             150             715
N           10072           0.040             150             716
N           10073           0.040             150             717
N           10224           0.040          181.07             718
N           10373           0.040          181.07             719
N           10374           0.040             150             720
N           10226           0.040          181.07             721
N           10076           0.040          212.13             722
