id,name,station,name,latitude,longitude
8dd9fe7d834d84ea13d7cdacd10e2c5202d2d2d390de5d1ae98511ca46494a93,"TRACE EXPERT CITY STATION",100024,Borella,6.93,79.86
921963f871f3fb2fbf971a1d30e2eeb5c1659f9e1b4806ccff9d12a8ffd835da,"GALLE STATION",100027,Hirimbure,6.054,80.221
9713d404cedbccf08be7799072c1938989260e4de261b9386302d13b517ef10b,"CUrW IoT",100038,Orugodawatta,6.943741,79.87887
a07b7138c1469caf5883bf75e0860bd0ea37a981a085a040ce0302eb52116bc1,"Irrigation Department",300002,"Irrigation KUB mean",6.872778,80.564444
a0d16dc73029af491d3438d1805b653822395f113354594432798097d27641b1,"2017 May Flood",100003,Daraniyagala,6.924444444,80.33805556
a5ceabd147688442d2b8b123915a8420cde1a24c38e65ab27bb74e2bf492d9a5,"Irrigation Department",100003,Daraniyagala,6.924444444,80.33805556
a82afc7cfdcc8ab72b0538fa2f5c8160638cf63bfdafa1e1fe7928f6660c4f85,"A&T Labs",100039,Mahapallegama,7.169737,80.258512
a902b01e5661ef99000d0677b21725e01b53c3da7f74f47f6933624e14056583,Icharm,100053,Hirase,0,0
a9b6e7c8a3e30f4b05ab95dfb70381314edab5552126fe96ea7e645f0d214238,Icharm,100002,Colombo,6.898158,79.8653
aeddcaddfe82d0abb1c8434f5e82933aa3ff3c63aa55bf80ba87b212aba58d8c,Leecom,100042,"Kottawa North Dharmapala School",6.865576,79.958181
b0e008522be904bcf71e290b3b0096b33c3e24d9b623dcbe7e58e7d1cc82d0db,"KUB Obs Mean",100034,"KUB Obs",7.111666667,80.14983333
b17ef7d53cd14878706f2b8c0ccfc9c3ffa5728452dd0416706f9895f86fb7d8,Icharm,100051,Neluwa,0,0
b4fb49ded54a0c9dfbc212d8707b2d6c6429c2e43a4c09622ba6730673b29b4a,"Irrigation Department",100007,Kitulgala,6.989166667,80.41777778
b7751a87e5ef0b31bc57a1809459dde62e80a1d908a60e8ee10358603b3141fd,"CUrW IoT",100043,IBATTARA2,6.908,79.919
bafa594125406289bf82eff10e58ca0b5bdbd1b37d468ee982d8a7c0f7ea56cd,"Irrigation Department",100062,"Norton Bridge",6.9,80.516
bda0c85fe4233e52b6e99976769ad729f7c3ffa038a6b9dd1498661f1caddec4,WUnderground,100024,Borella,6.93,79.86
c10ee4bf85024182ac0d3f96eaa7f5e0395a6a3736c69a098d96af09de7a5be9,Icharm,100054,Akurassa,0,0
c1af10379d7b0d3a06167744f0ae345bfdc1ec3a7e9c31315f2b8403e4073ffb,"Irrigation Department",300000,Canyon,6.871389,80.524444
c395431c6ac08909f58e9ec1e7cc7d80b296dd8ae5406541602762956575a541,"2017 May Flood",100008,Norwood,6.835638889,80.61466667
c63f18446b83d42252c903df305c0a14622490c004cc35c1fd5d359bb0fdd016,"CUrW IoT",100037,Hingurana,6.904552,80.407895
c9a5ed8264633afe15fcaeabf5249fa9dc62eeb1bb780ecf8d4fc46d78d04da3,"CUrW IoT",100040,Jaffna,9.6607949,80.0298459
cbf873efcc26f7d83c5a29ceb0b601fde45bb117167ec3b43a017dd5deb7d7c1,"A&T Labs",100064,Kohuwala,6.860887,79.885825
d38fdf68551bad23a6ea672cc0106dd56e6a2ea6f3bd05e904fc2d7dfb6a6d33,"A&T Labs",100046,"Ambewela Farm",6.890585,80.802551
d62d869c8f2db041d465b7e8aeb2286fcb82c64eac17a8ff9f386e13c6ddcc51,Icharm,100011,Ratnapura,6.72,80.38
da0fd39ffc9aadf4ed9f027994470123dce48b7a52ec7ed2139b07b2beac5f01,"A&T Labs",100057,Mulleriyawa,6.923571,79.941176
da21614ff5746208e4c8b1b8808cddde890c11d06ed38102ea79eedb2a65921f,WUnderground,100027,Hirimbure,6.054,80.221
e8d501ed3fb178064b9c115b54db713913ed28e9a4dca4bd63aa7fbcef345703,"2017 May Flood",100004,Glencourse,6.978055556,80.20305556
e9b1ecf3e51496378da180ff508fdb1513d50002dedafafc91209979b495dd06,"A&T Labs",100037,Hingurana,6.904552,80.407895
ea8d93dee61ae3ef2d4c89324c082e61aa93572ce29a2ccb8d7dc9d0382bf4ae,"UDUWAWALA STATION",100028,Yatiwawala,7.329,80.613
ecc89f516b7c5aa8d2d06e07f4bdc293aeb957fd5272ad75385e7a2e5b9e3015,"2017 May Flood",100005,Hanwella,6.909722222,80.08166667
ee8a1a1af66129a6f0c1ab65e3aeee2709a261cd9043afb2d277279653033bd3,"GALLE FACE GREEN, COLOMBO 3 STATION",100025,Kompannaveediya,6.92,79.85
f2104d445b7df5ff1134ff0abb1aaf4c613af83ee454a5e6990022e2f6482828,"A&T Labs",100060,Dickoya,6.8722,80.60312
f4a100d080305bbc3eab12d2adf1658b8e5c79298b2ecaaa94eb4948dc9a0fac,"NEGOMBO STATION",100026,Angurukaramulla,7.21,79.86
f934c5b1287109f71be5481a418167215e8a20dee2d7f370193e125576013074,Dialog,100037,Hingurana,6.904552,80.407895
fa56f5a3d3a9643eb6b05d46fda0e912902142bf5c82c01985e5253ede3008a6,"Irrigation Department",100004,Glencourse,6.978055556,80.20305556
